Model,Training set size (s),replicate_num,Window Size,variable,value,Post-processing,Metric
TemporalConvNet,1800.0,1,1000,frame_error,1.7794311046600453,False,Frame Error (%)
TemporalConvNet,1800.0,2,1000,frame_error,1.8291294574737549,False,Frame Error (%)
TemporalConvNet,1800.0,3,1000,frame_error,1.8828749656677246,False,Frame Error (%)
TemporalConvNet,1800.0,4,1000,frame_error,2.0480573177337646,False,Frame Error (%)
TemporalConvNet,1800.0,5,1000,frame_error,1.980900764465321,False,Frame Error (%)
TemporalConvNet,1800.0,1,2000,frame_error,1.7674803733825573,False,Frame Error (%)
TemporalConvNet,1800.0,2,2000,frame_error,1.777327060699463,False,Frame Error (%)
TemporalConvNet,1800.0,3,2000,frame_error,1.7086505889892578,False,Frame Error (%)
TemporalConvNet,1800.0,4,2000,frame_error,1.778477430343639,False,Frame Error (%)
TemporalConvNet,1800.0,5,2000,frame_error,1.7943799495697021,False,Frame Error (%)
TemporalConvNet,1800.0,1,4000,frame_error,1.7021536827087402,False,Frame Error (%)
TemporalConvNet,1800.0,2,4000,frame_error,1.7470121383666992,False,Frame Error (%)
TemporalConvNet,1800.0,3,4000,frame_error,1.7377376556396373,False,Frame Error (%)
TemporalConvNet,1800.0,4,4000,frame_error,1.728224754333496,False,Frame Error (%)
TemporalConvNet,1800.0,5,4000,frame_error,1.8645882606506348,False,Frame Error (%)
ConvTemporalConvNet,1800.0,1,64,frame_error,3.046673536300659,False,Frame Error (%)
ConvTemporalConvNet,1800.0,2,64,frame_error,3.3310353755950817,False,Frame Error (%)
ConvTemporalConvNet,1800.0,3,64,frame_error,2.8637945652007946,False,Frame Error (%)
ConvTemporalConvNet,1800.0,4,64,frame_error,3.2872974872589222,False,Frame Error (%)
ConvTemporalConvNet,1800.0,5,64,frame_error,2.4035215377807617,False,Frame Error (%)
ConvTemporalConvNet,1800.0,1,176,frame_error,1.9613206386566162,False,Frame Error (%)
ConvTemporalConvNet,1800.0,2,176,frame_error,2.064126729965199,False,Frame Error (%)
ConvTemporalConvNet,1800.0,3,176,frame_error,2.2599339485168346,False,Frame Error (%)
ConvTemporalConvNet,1800.0,4,176,frame_error,2.4543523788452037,False,Frame Error (%)
ConvTemporalConvNet,1800.0,5,176,frame_error,1.9043326377868763,False,Frame Error (%)
ConvTemporalConvNet,1800.0,1,1000,frame_error,1.5161573886871227,False,Frame Error (%)
ConvTemporalConvNet,1800.0,2,1000,frame_error,1.6447186470031627,False,Frame Error (%)
ConvTemporalConvNet,1800.0,3,1000,frame_error,1.580679416656483,False,Frame Error (%)
ConvTemporalConvNet,1800.0,4,1000,frame_error,1.6007781028747559,False,Frame Error (%)
ConvTemporalConvNet,1800.0,5,1000,frame_error,1.6209423542022816,False,Frame Error (%)
ConvTemporalConvNet,1800.0,1,2000,frame_error,1.5230298042297363,False,Frame Error (%)
ConvTemporalConvNet,1800.0,2,2000,frame_error,1.6882598400115967,False,Frame Error (%)
ConvTemporalConvNet,1800.0,3,2000,frame_error,1.5762805938720814,False,Frame Error (%)
ConvTemporalConvNet,1800.0,4,2000,frame_error,1.5003085136413574,False,Frame Error (%)
ConvTemporalConvNet,1800.0,5,2000,frame_error,1.8792510032653809,False,Frame Error (%)
ConvTemporalConvNet,1800.0,1,4000,frame_error,1.6120433807373047,False,Frame Error (%)
ConvTemporalConvNet,1800.0,2,4000,frame_error,1.5700697898864746,False,Frame Error (%)
ConvTemporalConvNet,1800.0,3,4000,frame_error,1.4597117900848389,False,Frame Error (%)
ConvTemporalConvNet,1800.0,4,4000,frame_error,1.4920175075531006,False,Frame Error (%)
ConvTemporalConvNet,1800.0,5,4000,frame_error,1.647043228149403,False,Frame Error (%)
TweetyNet,1800.0,1,64,frame_error_tfm,2.1418750286102406,True,Frame Error (%)
TweetyNet,1800.0,2,64,frame_error_tfm,1.9811153411865234,True,Frame Error (%)
TweetyNet,1800.0,3,64,frame_error_tfm,2.3602068424224854,True,Frame Error (%)
TweetyNet,1800.0,4,64,frame_error_tfm,2.219933271408081,True,Frame Error (%)
TweetyNet,1800.0,5,64,frame_error_tfm,2.1545648574829213,True,Frame Error (%)
TweetyNet,1800.0,1,176,frame_error_tfm,1.713109016418457,True,Frame Error (%)
TweetyNet,1800.0,2,176,frame_error_tfm,1.759171485900879,True,Frame Error (%)
TweetyNet,1800.0,3,176,frame_error_tfm,1.659899950027477,True,Frame Error (%)
TweetyNet,1800.0,4,176,frame_error_tfm,1.7791271209716797,True,Frame Error (%)
TweetyNet,1800.0,5,176,frame_error_tfm,1.7657995223999023,True,Frame Error (%)
TweetyNet,1800.0,1,1000,frame_error_tfm,1.6585886478423961,True,Frame Error (%)
TweetyNet,1800.0,2,1000,frame_error_tfm,2.043551206588756,True,Frame Error (%)
TweetyNet,1800.0,3,1000,frame_error_tfm,1.5739560127258412,True,Frame Error (%)
TweetyNet,1800.0,4,1000,frame_error_tfm,1.8745064735412598,True,Frame Error (%)
TweetyNet,1800.0,5,1000,frame_error_tfm,1.680433750152599,True,Frame Error (%)
TweetyNet,1800.0,1,2000,frame_error_tfm,1.5934944152832031,True,Frame Error (%)
TweetyNet,1800.0,2,2000,frame_error_tfm,1.609206199645996,True,Frame Error (%)
TweetyNet,1800.0,3,2000,frame_error_tfm,1.6796529293060414,True,Frame Error (%)
TweetyNet,1800.0,4,2000,frame_error_tfm,1.7005562782287598,True,Frame Error (%)
TweetyNet,1800.0,5,2000,frame_error_tfm,1.7441034317016602,True,Frame Error (%)
TweetyNet,1800.0,1,4000,frame_error_tfm,1.6286730766296387,True,Frame Error (%)
TweetyNet,1800.0,2,4000,frame_error_tfm,1.650238037109375,True,Frame Error (%)
TweetyNet,1800.0,3,4000,frame_error_tfm,1.5577137470245361,True,Frame Error (%)
TweetyNet,1800.0,4,4000,frame_error_tfm,1.580679416656483,True,Frame Error (%)
TweetyNet,1800.0,5,4000,frame_error_tfm,1.635366678237915,True,Frame Error (%)
TemporalConvNet,1800.0,1,64,frame_error_tfm,2.147763967514038,True,Frame Error (%)
TemporalConvNet,1800.0,2,64,frame_error_tfm,2.1100103855133168,True,Frame Error (%)
TemporalConvNet,1800.0,3,64,frame_error_tfm,2.0915567874908447,True,Frame Error (%)
TemporalConvNet,1800.0,4,64,frame_error_tfm,2.4071335792541615,True,Frame Error (%)
TemporalConvNet,1800.0,5,64,frame_error_tfm,2.426081895828236,True,Frame Error (%)
TemporalConvNet,1800.0,1,176,frame_error_tfm,1.8724620342254639,True,Frame Error (%)
TemporalConvNet,1800.0,2,176,frame_error_tfm,1.9502818584442028,True,Frame Error (%)
TemporalConvNet,1800.0,3,176,frame_error_tfm,1.839113235473644,True,Frame Error (%)
TemporalConvNet,1800.0,4,176,frame_error_tfm,2.014213800430298,True,Frame Error (%)
TemporalConvNet,1800.0,5,176,frame_error_tfm,2.177172899246216,True,Frame Error (%)
TemporalConvNet,1800.0,1,1000,frame_error_tfm,1.5543699264526367,True,Frame Error (%)
TemporalConvNet,1800.0,2,1000,frame_error_tfm,1.5730321407318004,True,Frame Error (%)
TemporalConvNet,1800.0,3,1000,frame_error_tfm,1.6949474811553955,True,Frame Error (%)
TemporalConvNet,1800.0,4,1000,frame_error_tfm,1.8107712268829235,True,Frame Error (%)
TemporalConvNet,1800.0,5,1000,frame_error_tfm,1.7107844352722168,True,Frame Error (%)
TemporalConvNet,1800.0,1,2000,frame_error_tfm,1.5751361846923828,True,Frame Error (%)
TemporalConvNet,1800.0,2,2000,frame_error_tfm,1.566636562347401,True,Frame Error (%)
TemporalConvNet,1800.0,3,2000,frame_error_tfm,1.5363276004791149,True,Frame Error (%)
TemporalConvNet,1800.0,4,2000,frame_error_tfm,1.6278088092803955,True,Frame Error (%)
TemporalConvNet,1800.0,5,2000,frame_error_tfm,1.577216386795044,True,Frame Error (%)
TemporalConvNet,1800.0,1,4000,frame_error_tfm,1.588207483291637,True,Frame Error (%)
TemporalConvNet,1800.0,2,4000,frame_error_tfm,1.615417003631603,True,Frame Error (%)
TemporalConvNet,1800.0,3,4000,frame_error_tfm,1.6228139400482178,True,Frame Error (%)
TemporalConvNet,1800.0,4,4000,frame_error_tfm,1.5853285789489635,True,Frame Error (%)
TemporalConvNet,1800.0,5,4000,frame_error_tfm,1.7424583435058594,True,Frame Error (%)
ConvTemporalConvNet,1800.0,1,64,frame_error_tfm,1.9740700721740834,True,Frame Error (%)
ConvTemporalConvNet,1800.0,2,64,frame_error_tfm,2.191418409347523,True,Frame Error (%)
ConvTemporalConvNet,1800.0,3,64,frame_error_tfm,2.052795886993397,True,Frame Error (%)
ConvTemporalConvNet,1800.0,4,64,frame_error_tfm,2.283310890197765,True,Frame Error (%)
ConvTemporalConvNet,1800.0,5,64,frame_error_tfm,1.765221357345581,True,Frame Error (%)
ConvTemporalConvNet,1800.0,1,176,frame_error_tfm,1.6230583190917969,True,Frame Error (%)
ConvTemporalConvNet,1800.0,2,176,frame_error_tfm,1.7826259136199951,True,Frame Error (%)
ConvTemporalConvNet,1800.0,3,176,frame_error_tfm,1.8069267272949219,True,Frame Error (%)
ConvTemporalConvNet,1800.0,4,176,frame_error_tfm,1.8435299396514782,True,Frame Error (%)
ConvTemporalConvNet,1800.0,5,176,frame_error_tfm,1.5682816505432018,True,Frame Error (%)
ConvTemporalConvNet,1800.0,1,1000,frame_error_tfm,1.3752222061157227,True,Frame Error (%)
ConvTemporalConvNet,1800.0,2,1000,frame_error_tfm,1.5073955059051625,True,Frame Error (%)
ConvTemporalConvNet,1800.0,3,1000,frame_error_tfm,1.5037119388580433,True,Frame Error (%)
ConvTemporalConvNet,1800.0,4,1000,frame_error_tfm,1.420164108276356,True,Frame Error (%)
ConvTemporalConvNet,1800.0,5,1000,frame_error_tfm,1.487344503402721,True,Frame Error (%)
ConvTemporalConvNet,1800.0,1,2000,frame_error_tfm,1.4630556106567383,True,Frame Error (%)
ConvTemporalConvNet,1800.0,2,2000,frame_error_tfm,1.6230881214141846,True,Frame Error (%)
ConvTemporalConvNet,1800.0,3,2000,frame_error_tfm,1.5149354934692383,True,Frame Error (%)
ConvTemporalConvNet,1800.0,4,2000,frame_error_tfm,1.4516651630401611,True,Frame Error (%)
ConvTemporalConvNet,1800.0,5,2000,frame_error_tfm,1.7103850841522217,True,Frame Error (%)
ConvTemporalConvNet,1800.0,1,4000,frame_error_tfm,1.548457145690918,True,Frame Error (%)
ConvTemporalConvNet,1800.0,2,4000,frame_error_tfm,1.4751195907592773,True,Frame Error (%)
ConvTemporalConvNet,1800.0,3,4000,frame_error_tfm,1.4155328273773193,True,Frame Error (%)
ConvTemporalConvNet,1800.0,4,4000,frame_error_tfm,1.4663934707641602,True,Frame Error (%)
ConvTemporalConvNet,1800.0,5,4000,frame_error_tfm,1.5447378158569225,True,Frame Error (%)
